151;49;-40;1741017285057;world_the_end
151;51;-40;1741017286357;world_the_end
146;49;-40;1741017289656;world_the_end
151;49;-45;1741017456150;world_the_end
146;51;-40;1741017291450;world_the_end
151;51;-45;1741017458603;world_the_end
146;49;-45;1741017460907;world_the_end
146;51;-45;1741017461903;world_the_end
151;48;-41;1741017319406;world_the_end
150;48;-40;1741017323554;world_the_end
151;50;-40;1741017285705;world_the_end
151;48;-42;1741017320167;world_the_end
149;48;-40;1741017322207;world_the_end
151;48;-43;1741017320506;world_the_end
148;48;-40;1741017321658;world_the_end
147;48;-40;1741017321302;world_the_end
151;52;-40;1741017502358;world_the_end
151;48;-44;1741017924321;world_the_end
146;48;-41;1741017315754;world_the_end
150;52;-40;1741017502706;world_the_end
151;52;-41;1741017784508;world_the_end
149;52;-40;1741017502959;world_the_end
151;52;-42;1741017508857;world_the_end
150;48;-45;1741019164305;world_the_end
146;48;-43;1741017314707;world_the_end
151;50;-45;1741017458100;world_the_end
148;52;-40;1741017504710;world_the_end
151;52;-43;1741017507450;world_the_end
149;48;-45;1741017914907;world_the_end
146;50;-40;1741017290156;world_the_end
146;48;-42;1741017315206;world_the_end
147;52;-40;1741017505106;world_the_end
151;52;-44;1741017507156;world_the_end
148;48;-45;1741017914452;world_the_end
146;52;-41;1741017500551;world_the_end
151;52;-45;1741017506857;world_the_end
147;48;-45;1741017914107;world_the_end
146;52;-40;1741017500301;world_the_end
150;52;-45;1741017729206;world_the_end
146;48;-44;1741019177952;world_the_end
146;50;-45;1741017461402;world_the_end
146;52;-43;1741017499453;world_the_end
149;52;-45;1741017729554;world_the_end
146;52;-42;1741017500911;world_the_end
148;52;-45;1741017730317;world_the_end
146;52;-45;1741017496655;world_the_end
147;52;-45;1741017730960;world_the_end
146;52;-44;1741017498258;world_the_end
